gene	Total SNV Mutations	SNVs Unmapped to Ref Tx	inactivating count	inactivating p-value	inactivating BH q-value
CYP3A7	1	0	1	0.1639881928501148	0.2668342362108549
NID2	2	0	1	0.1646090534979424	0.26726846320633657
ZNF20	1	0	1	0.16627868307283006	0.2689099814042515
NUP133	2	0	1	0.16633399866932802	0.2689099814042515
RFX6	2	0	1	0.16742005692281936	0.2689099814042515
GNS	2	0	1	0.16750418760469013	0.2689099814042515
ZNF705A	1	0	1	0.16761649346295676	0.2689099814042515
ATP1A3	3	0	1	0.16775708773695688	0.2689099814042515
ASUN	3	0	1	0.16840687100033683	0.268991321734285
POLR1B	3	0	1	0.16852039096730703	0.268991321734285
SLX4	3	0	1	0.16894745734076702	0.2691040723465804
SLC33A1	2	0	1	0.17009695526450078	0.27036463415725914
ECE1	1	0	1	0.17085255424568596	0.27099512280565735
PAPD5	2	0	1	0.17143836790673753	0.27135423012492
OR4C3	2	0	1	0.17188037126160194	0.2714846868253336
C5	2	0	1	0.17340038148083925	0.2728396609849765
BTNL8	2	0	1	0.17373175816539263	0.2728396609849765
WNK3	2	0	1	0.17382235355466713	0.2728396609849765
USP40	2	0	1	0.17507002801120447	0.2742279484407871
ATP13A5	5	0	2	0.17587055926837847	0.27491153674456675
ERBB3	2	0	1	0.176772140710624	0.2757499302407461
DBI	1	0	1	0.17752529735487307	0.27615033990266336
COL26A1	3	0	1	0.17809439002671415	0.27615033990266336
PDS5B	3	0	1	0.17812611328820804	0.27615033990266336
NCF2	2	0	1	0.17975912277548087	0.2780920893666425
CTAGE1	2	0	1	0.18011527377521613	0.2780920893666425
ACACA	4	0	1	0.18218254691200583	0.2795573588753722
SMARCAL1	2	0	1	0.18241517694272164	0.2795573588753722
RHBDF2	2	0	1	0.18248175182481752	0.2795573588753722
F8	2	0	1	0.18281535648994515	0.2795573588753722
JAG1	3	0	1	0.18291567587342236	0.2795573588753722
KLHDC10	2	0	1	0.1837897445322551	0.28017254175498596
GAS2	2	0	1	0.18406037180195103	0.28017254175498596
KCNH2	2	0	1	0.18563207722294411	0.28149321899613183
FOXRED1	2	0	1	0.18577001671930152	0.28149321899613183
PRPF38B	2	0	1	0.18604651162790697	0.28149321899613183
CACNA1F	3	0	1	0.1872308556450103	0.28271859202396554
UHRF1BP1	3	0	1	0.18846588767433095	0.2835031222893534
SLCO4C1	3	0	1	0.1885014137606032	0.2835031222893534
SMAD2	2	0	1	0.189000189000189	0.2836881564515759
CACNA2D4	3	0	1	0.1899696048632219	0.2845774834756598
CDH7	2	0	1	0.1907304978065993	0.28515153632471774
PIK3CA	3	0	1	0.19124115509657677	0.28534994485754045
RPS4Y1	2	0	1	0.19455252918287938	0.28971826337884404
SHMT1	2	0	1	0.1959631589261219	0.2907292413545595
MED12L	2	0	1	0.1960015680125441	0.2907292413545595
KANSL1L	3	0	1	0.19719976336028397	0.29193298301375376
LRMP	2	0	1	0.19821605550049554	0.29219645819191153
FAM135B	4	0	1	0.19845207382417146	0.29219645819191153
CCDC125	1	0	1	0.1988071570576541	0.29219645819191153
PSG7	3	0	1	0.1989258006763477	0.29219645819191153
DPT	1	0	1	0.20197939810139365	0.29610571954670334
KIF1A	2	0	1	0.20308692120227456	0.2965288063007069
SUZ12	2	0	1	0.203334688897926	0.2965288063007069
NCKAP1L	3	0	1	0.2035002035002035	0.2965288063007069
ARHGAP5	4	0	1	0.2038735983690112	0.2965288063007069
GPX4	3	0	1	0.2044153720359771	0.2965288063007069
AHNAK	4	0	1	0.2046245140167792	0.2965288063007069
VAV1	3	0	1	0.20567667626491157	0.297080349413709
EYS	3	0	1	0.20614306328592044	0.297080349413709
IGHG4	2	0	1	0.20618556701030927	0.297080349413709
MMP11	1	0	1	0.20725388601036268	0.29805082654823584
PRG4	2	0	1	0.20885547201336674	0.2997830444298325
HECTD4	4	0	1	0.21003990758244068	0.3000307183768616
PROS1	2	0	1	0.21048200378867607	0.3000307183768616
EP400	3	0	1	0.2107481559536354	0.3000307183768616
TCERG1	2	0	1	0.21079258010118043	0.3000307183768616
CRYGS	2	0	1	0.21101498206372651	0.3000307183768616
ARFGEF2	3	0	1	0.21290185224611455	0.3020761231830421
ACTN4	3	0	1	0.21422450728363324	0.3020761231830421
ANKS1B	5	0	1	0.21477663230240548	0.3020761231830421
CACNA1D	4	0	1	0.21477663230240548	0.3020761231830421
ZFAND5	1	0	1	0.2154243860404998	0.3020761231830421
UPK1B	1	0	1	0.2155636990730761	0.3020761231830421
LPAR4	2	0	1	0.21645021645021645	0.3020761231830421
FAM124A	3	0	1	0.21649707728945658	0.3020761231830421
CFHR4	3	0	1	0.21668472372697725	0.3020761231830421
SETBP1	4	0	1	0.2168256721595837	0.3020761231830421
RAB24	2	0	1	0.21706099413935315	0.3020761231830421
QSER1	2	0	1	0.21743857360295715	0.3020761231830421
IGHD6-19	1	0	1	0.2178649237472767	0.3020761231830421
POLD1	4	0	1	0.21805494984736154	0.3020761231830421
ATP2A2	3	0	1	0.2185792349726776	0.30224784323144976
FAM153A	2	0	1	0.22143489813994685	0.30521427254704747
KRT71	3	0	1	0.22153300841825432	0.30521427254704747
VWA3A	2	0	1	0.22212350066637052	0.3052540077223199
GCN1L1	4	0	1	0.22237046920169	0.3052540077223199
OR52J3	3	0	1	0.22376370552696354	0.30660907018667416
EIF1	2	0	1	0.22563176895306858	0.30784185328134955
PDCD6IP	3	0	1	0.225886604924328	0.30784185328134955
STAG1	2	0	1	0.225886604924328	0.30784185328134955
TMOD2	1	0	1	0.22634676324128564	0.30791316440931654
SULF1	3	0	1	0.2296738631143776	0.3113888727351615
PTAFR	1	0	1	0.22972662531587412	0.3113888727351615
TSC2	4	0	1	0.2313208420078649	0.31298787762712904
ZMAT2	2	0	1	0.2322340919647004	0.31366143011332526
CLK1	4	0	1	0.2354603249352484	0.31665411933456505
ABCA5	2	0	1	0.23551577955723033	0.31665411933456505
MDGA2	2	0	1	0.23573785950023574	0.31665411933456505
LRP1	5	0	1	0.2361275088547816	0.31665411933456505
COL5A3	4	0	1	0.23815194093831865	0.31880268689438046
MUC2	7	0	1	0.2391200382592061	0.31953208652336396
GABRG2	4	0	1	0.2418379685610641	0.32259304993569504
FAM19A2	2	0	1	0.24354603019970775	0.3240432355223491
TEX11	3	0	1	0.24378352023403219	0.3240432355223491
TMPRSS15	4	0	1	0.24545900834560627	0.3256969267151718
GNAI1	2	0	1	0.24715768660405338	0.3273755322562461
SLC12A2	4	0	1	0.24900398406374502	0.3289953875282424
PLEKHA2	3	0	1	0.24937655860349128	0.3289953875282424
AHNAK2	11	0	1	0.24968789013732834	0.3289953875282424
CTDP1	4	0	1	0.25012506253126565	0.32899725123885987
PRIM1	2	0	1	0.2518891687657431	0.3299525217987176
CACYBP	2	0	1	0.2521432173474534	0.3299525217987176
SF3A3	2	0	1	0.2527805864509606	0.3299525217987176
HSPA8	5	0	1	0.2529724260055654	0.3299525217987176
OPRM1	3	0	1	0.25303643724696356	0.3299525217987176
DENND2C	3	0	1	0.2535496957403651	0.3300517591103029
ASXL2	2	0	1	0.254323499491353	0.33048922911526946
TRPM6	3	0	1	0.2572678157962439	0.3337408950621377
STXBP5L	3	0	1	0.25839793281653745	0.3344911304471105
CYP4A11	4	0	1	0.258732212160414	0.3344911304471105
WDR93	2	0	1	0.26136957658128596	0.3370999226679382
KBTBD2	1	0	1	0.2616431187859759	0.3370999226679382
NEDD4L	2	0	1	0.26253609871357314	0.3376741985157542
PCDHGA2	2	0	1	0.26371308016877637	0.3386111828697724
CSMD3	5	0	1	0.26420079260237783	0.3386614574105183
SAMD4A	1	0	1	0.26518164942985945	0.33882514288996757
METTL3	5	0	1	0.26525198938992045	0.33882514288996757
THOC2	3	0	1	0.26567481402763016	0.33882514288996757
COL7A1	3	0	1	0.2692514808831449	0.3428075346825875
FCGR3B	3	0	1	0.271665308340125	0.34529849797440126
SDK1	7	0	1	0.2741979709350151	0.34763406242863143
CENPW	3	0	1	0.27442371020856204	0.34763406242863143
PPEF1	1	0	1	0.2752546105147261	0.34810256438629517
FLRT2	5	0	1	0.27631942525559544	0.3488648262006263
MCM3AP	4	0	1	0.2770850651149903	0.34924745269084756
DNTT	1	0	1	0.27831895352073477	0.35021801651359125
THRAP3	2	0	1	0.27972027972027974	0.35091013540018623
C1orf112	3	0	1	0.27979854504756574	0.35091013540018623
POLQ	3	0	1	0.28034763106251753	0.35101569063383203
KIAA0368	3	0	1	0.28137310073157007	0.35113502653278583
C12orf10	4	0	1	0.28137310073157007	0.35113502653278583
VPS13C	4	0	1	0.2827254735651682	0.3522404827420825
FBN2	11	0	2	0.2847380410022779	0.35416346121370645
SCP2	3	0	1	0.28530670470756064	0.3542871086417899
PKHD1	5	0	1	0.2870264064293915	0.3552844204722883
COL22A1	3	0	1	0.2871912693854107	0.3552844204722883
COL19A1	2	0	1	0.2875215641173088	0.3552844204722883
ACE2	1	0	1	0.2884338044418806	0.3558292848915357
ADAMTS20	2	0	1	0.29027576197387517	0.35703881934119486
CDK5RAP2	4	0	1	0.29036004645760743	0.35703881934119486
SCAF4	5	0	1	0.291970802919708	0.3584357011453326
KIAA0586	4	0	1	0.2943773918163085	0.3598655103941552
PPFIA2	2	0	1	0.29455081001472755	0.3598655103941552
SLC44A5	3	0	1	0.2949852507374631	0.3598655103941552
ARL9	1	0	1	0.29577048210588586	0.3598655103941552
ZNF185	3	0	1	0.2959455460195324	0.3598655103941552
RBM44	2	0	1	0.2962962962962963	0.3598655103941552
SERINC4	1	0	1	0.2964719833975689	0.3598655103941552
PLG	5	0	1	0.2986857825567503	0.36197073166989807
XPOT	3	0	1	0.3007518796992481	0.3638904954694428
AKAP6	3	0	1	0.30441400304414	0.3677321156773211
UBR4	5	0	1	0.308546744831842	0.37104110201664525
USP24	4	0	1	0.30883261272390367	0.37104110201664525
CAPS2	2	0	1	0.30883261272390367	0.37104110201664525
MID1	1	0	1	0.3091190108191654	0.37104110201664525
UBE2D1	2	0	1	0.3104625892579944	0.3719037779020194
SUGT1	2	0	1	0.31240237425804435	0.3719037779020194
ZMYM4	3	0	1	0.3125	0.3719037779020194
ARHGEF25	1	0	1	0.3125	0.3719037779020194
JAKMIP2	3	0	1	0.31259768677711786	0.3719037779020194
ALAS2	2	0	1	0.3127932436659368	0.3719037779020194
PTPRR	1	0	1	0.31387319522912743	0.37260085762353695
MUC17	11	0	1	0.31436655139893116	0.37260085762353695
LAMA2	5	0	1	0.315357931251971	0.37319002836244214
ZNF610	2	0	1	0.31938677738741617	0.37736622367370765
KMT2A	3	0	1	0.3223726627981947	0.38019596962057955
RAPGEF6	4	0	1	0.32278889606197547	0.38019596962057955
FLG2	6	0	1	0.3235198964736331	0.3804634296535716
DOCK4	4	0	1	0.3244646333549643	0.38098102361274966
PCDHB13	2	0	1	0.3266906239790918	0.3829991010935005
SLITRK4	2	0	1	0.32733224222585927	0.38315634555119965
EHBP1	4	0	1	0.3284072249589491	0.3838195895418058
UBR1	5	0	1	0.32938076416337286	0.3843624064039359
ASTL	1	0	1	0.3301419610432486	0.3846561428821801
RLIM	2	0	1	0.3314550878355983	0.38512548459498064
ZNF184	4	0	1	0.33156498673740054	0.38512548459498064
PLEC	6	0	1	0.3325573661456601	0.3856848101996519
TMEM31	1	0	1	0.3331112591605596	0.3857346635985008
GAR1	1	0	1	0.3365870077415012	0.3891626199767739
POT1	2	0	1	0.3372681281618887	0.38935387884132416
RAB11FIP1	1	0	1	0.34071550255536626	0.3927331365332848
DNAH3	8	0	1	0.3454231433506045	0.3975525506550402
AGL	4	0	1	0.3463803255975061	0.39804740612803213
SPSB2	2	0	1	0.34916201117318435	0.4006342225467389
COL13A1	2	0	1	0.351123595505618	0.4022736185231284
PCDHA5	3	0	1	0.3519887363604365	0.40265378174565086
CD44	2	0	1	0.35486160397445	0.4043556873296886
PLCE1	2	0	1	0.35549235691432635	0.4043556873296886
COPS2	2	0	1	0.35561877667140823	0.4043556873296886
OAF	1	0	1	0.35561877667140823	0.4043556873296886
SCGB2A1	1	0	1	0.3562522265764161	0.4044668136318709
ADAM28	2	0	1	0.35778175313059035	0.4055934288492428
PHF14	2	0	1	0.35984166966534725	0.4073170323798158
PCDHA1	2	0	1	0.3619254433586681	0.4088152479965345
SIPA1	1	0	1	0.3624501631025734	0.4088152479965345
ZCCHC11	3	0	1	0.36310820624546114	0.4088152479965345
RYR1	13	0	1	0.36429872495446264	0.4088152479965345
ERCC3	1	0	1	0.36469730123997085	0.4088152479965345
GNG3	1	0	1	0.36483035388544327	0.4088152479965345
BCAR1	3	0	1	0.3654970760233918	0.4088152479965345
NOL6	2	0	1	0.3654970760233918	0.4088152479965345
ZHX3	3	0	1	0.3700962250185048	0.4130422889654795
BRDT	2	0	1	0.37037037037037035	0.4130422889654795
KIAA1755	1	0	1	0.37174721189591076	0.41396629053305695
STK17B	1	0	1	0.37467216185837393	0.41569693656134393
CCNH	1	0	1	0.3748125937031484	0.41569693656134393
KDM5C	7	0	1	0.3749531308586427	0.41569693656134393
JAG2	1	0	1	0.3766478342749529	0.41696351155071765
FBXL13	4	0	1	0.37821482602118	0.4180852029955943
UBE2Q1	2	0	1	0.37921880925293894	0.4185821651841651
ACSS3	4	0	1	0.38022813688212925	0.41908356692847826
LRCH2	4	0	1	0.3812428516965307	0.4195894359050739
DIP2C	8	0	1	0.3835826620636747	0.42142231986568074
MACF1	7	0	1	0.38402457757296465	0.42142231986568074
ASXL1	3	0	1	0.3862495171881035	0.4232487452496635
CEP19	1	0	1	0.38699690402476783	0.42345313411405755
KIAA1551	5	0	1	0.3885003885003885	0.4244830583470236
MAX	1	0	1	0.39093041438623927	0.42640551446813674
ROCK1	4	0	1	0.3913894324853229	0.42640551446813674
RRP12	6	0	1	0.3927729772191673	0.4272962504329558
IZUMO1	1	0	1	0.39447731755424065	0.4284140056766274
PHF20	4	0	1	0.39603960396039606	0.4284140056766274
TIMMDC1	2	0	1	0.39619651347068147	0.4284140056766274
FGD6	2	0	1	0.3965107057890563	0.4284140056766274
CDC42BPA	2	0	1	0.3971405877680699	0.4284140056766274
LAMA4	7	0	1	0.3972983710766786	0.4284140056766274
FMNL1	2	0	1	0.39777247414478917	0.4284140056766274
PCLO	11	0	1	0.4037141703673799	0.4341940151387063
ROS1	10	0	1	0.4060089321965083	0.43604088735186886
YTHDC1	3	0	1	0.40916530278232405	0.43714290346263496
IGDCC3	3	0	1	0.4093327875562833	0.43714290346263496
AIM1L	3	0	1	0.40966816878328555	0.43714290346263496
SPEN	10	0	1	0.4100041000410004	0.43714290346263496
CLUAP1	1	0	1	0.41017227235438886	0.43714290346263496
ZBTB44	2	0	1	0.41050903119868637	0.43714290346263496
PMFBP1	1	0	1	0.41118421052631576	0.4372451816160118
PTPN4	2	0	1	0.41237113402061853	0.43789058535241493
TAC3	2	0	1	0.41305245766212306	0.43799804148160515
COX17	1	0	1	0.41476565740356697	0.4391978560163998
SPTBN1	3	0	1	0.4192872117400419	0.44336392838057653
HMCN1	7	0	1	0.42462845010615713	0.4483838878743338
KIF21B	4	0	1	0.4286326618088298	0.4517368534104936
RAD50	2	0	1	0.429000429000429	0.4517368534104936
FLT1	5	0	1	0.4304778303917348	0.4524211723520927
MTF1	3	0	1	0.4308487720809996	0.4524211723520927
BIRC6	7	0	1	0.4319654427645788	0.4529637628989681
MSH4	3	0	1	0.4357298474945534	0.45627744085768074
IGSF10	6	0	1	0.43821209465381245	0.45824117931250463
HSPA9	3	0	1	0.44014084507042256	0.45962149104864325
JAK2	3	0	1	0.4411116012351125	0.4599989764261187
VCAN	3	0	1	0.44563279857397503	0.46407277644600164
COL6A5	6	0	1	0.45045045045045046	0.46844365026183205
HPS6	1	0	1	0.45167118337850043	0.4688462532043003
PLEKHG3	3	0	1	0.45207956600361665	0.4688462532043003
PALM2-AKAP2	4	0	1	0.4562043795620438	0.4724744519609254
TDRD6	4	0	1	0.4568296025582458	0.4724744519609254
PIGP	1	0	1	0.45892611289582375	0.4739934544956867
EDIL3	3	0	1	0.4618937644341801	0.47640681987405187
GPRASP2	1	0	1	0.46425255338904364	0.4781864635862591
COL4A5	8	0	1	0.4670714619336759	0.48025056993974924
PCM1	2	0	1	0.4681647940074906	0.48025056993974924
SIPA1L2	4	0	1	0.4681647940074906	0.48025056993974924
PPP1R21	2	0	1	0.4699248120300752	0.48140194448128465
GOLGA6D	1	0	1	0.4791566842357451	0.4901941688319615
THSD7B	4	0	1	0.4800768122899664	0.49047089753575723
FAM208B	5	0	1	0.4837929366231253	0.49359955020332374
TTN	62	0	4	0.4892367906066536	0.4981131079618927
DDX46	3	0	1	0.4899559039686428	0.4981131079618927
GGNBP2	5	0	1	0.49019607843137253	0.4981131079618927
CSMD1	7	0	1	0.49554013875123887	0.5028666730607331
IGF2R	5	0	1	0.5015045135406219	0.5082361177492208
PHACTR4	3	0	1	0.5032712632108707	0.5093429004345943
CCDC155	2	0	1	0.526592943654555	0.5322324932519263
SYCP1	1	0	1	0.5330490405117271	0.5380374673614358
ABCA13	11	0	1	0.5376344086021505	0.5419412262945577
MYH4	7	0	1	0.552791597567717	0.5564768748848351
IWS1	4	0	1	0.5636978579481398	0.5662658554439524
PRKDC	6	0	1	0.5640157924421884	0.5662658554439524
CENPE	3	0	1	0.5793742757821553	0.5809131184801158
DYNC1H1	8	0	1	0.5910165484633569	0.5918003900395683
DNAH9	11	0	1	0.7017543859649122	0.7017543859649122
ABCD3	2	0	0	1.0	1.0
TRABD2A	1	0	0	1.0	1.0
TRAF3IP1	1	0	0	1.0	1.0
TRAPPC12	1	0	0	1.0	1.0
TRIP12	3	0	0	1.0	1.0
TRMT61B	1	0	0	1.0	1.0
TSGA10	1	0	0	1.0	1.0
TTC21B	2	0	0	1.0	1.0
TTC30B	1	0	0	1.0	1.0
TNS1	2	0	0	1.0	1.0
TTC32	1	0	0	1.0	1.0
TUBA4A	2	0	0	1.0	1.0
UBR3	2	0	0	1.0	1.0
UBXN4	1	0	0	1.0	1.0
UGGT1	3	0	0	1.0	1.0
UGT1A10	1	0	0	1.0	1.0
UGT1A4	1	0	0	1.0	1.0
UGT1A7	2	0	0	1.0	1.0
UPP2	1	0	0	1.0	1.0
TTC7A	1	0	0	1.0	1.0
TMEM37	1	0	0	1.0	1.0
TMEM198	2	0	0	1.0	1.0
TMEM182	1	0	0	1.0	1.0
STEAP3	2	0	0	1.0	1.0
STK11IP	2	0	0	1.0	1.0
STK36	1	0	0	1.0	1.0
STON1-GTF2A1L	1	0	0	1.0	1.0
STRN	1	0	0	1.0	1.0
SUCLG1	3	0	0	1.0	1.0
TANC1	1	0	0	1.0	1.0
TANK	2	0	0	1.0	1.0
TBC1D8	1	0	0	1.0	1.0
TEKT4	2	0	0	1.0	1.0
TGFBRAP1	2	0	0	1.0	1.0
THADA	2	0	0	1.0	1.0
THAP4	2	0	0	1.0	1.0
TLK1	1	0	0	1.0	1.0
TM4SF20	1	0	0	1.0	1.0
TMBIM1	1	0	0	1.0	1.0
TMEFF2	1	0	0	1.0	1.0
TMEM131	2	0	0	1.0	1.0
TMEM150A	1	0	0	1.0	1.0
USP34	4	0	0	1.0	1.0
STAT4	1	0	0	1.0	1.0
USP37	1	0	0	1.0	1.0
VIL1	1	0	0	1.0	1.0
ZNF804A	3	0	0	1.0	1.0
ZSWIM2	2	0	0	1.0	1.0
AATK	2	0	0	1.0	1.0
ABCA10	1	0	0	1.0	1.0
ABCA6	2	0	0	1.0	1.0
ABCA8	6	0	0	1.0	1.0
ABCA9	1	0	0	1.0	1.0
ABCC3	1	0	0	1.0	1.0
ZNF638	1	0	0	1.0	1.0
ABR	1	0	0	1.0	1.0
ACBD4	1	0	0	1.0	1.0
ACE	1	0	0	1.0	1.0
ACLY	3	0	0	1.0	1.0
ACSF2	3	0	0	1.0	1.0
ACTG1	3	0	0	1.0	1.0
ADAM11	2	0	0	1.0	1.0
AIPL1	1	0	0	1.0	1.0
AKAP1	1	0	0	1.0	1.0
ACAP1	1	0	0	1.0	1.0
ZNF513	1	0	0	1.0	1.0
ZNF142	1	0	0	1.0	1.0
ZFP36L2	2	0	0	1.0	1.0
VPS54	1	0	0	1.0	1.0
VRK2	1	0	0	1.0	1.0
VSNL1	3	0	0	1.0	1.0
VWA3B	1	0	0	1.0	1.0
WDPCP	1	0	0	1.0	1.0
WDR33	1	0	0	1.0	1.0
WDR35	1	0	0	1.0	1.0
DAW1	1	0	0	1.0	1.0
WDR75	1	0	0	1.0	1.0
WDR92	1	0	0	1.0	1.0
WIPF1	1	0	0	1.0	1.0
XIRP2	5	0	0	1.0	1.0
XPO1	1	0	0	1.0	1.0
YIPF4	1	0	0	1.0	1.0
ZAP70	1	0	0	1.0	1.0
ZC3H6	1	0	0	1.0	1.0
ZDBF2	2	0	0	1.0	1.0
ZEB2	2	0	0	1.0	1.0
ZFAND2B	5	0	0	1.0	1.0
UXS1	1	0	0	1.0	1.0
STAT1	1	0	0	1.0	1.0
ST6GAL2	1	0	0	1.0	1.0
ST3GAL5	1	0	0	1.0	1.0
RANBP2	2	0	0	1.0	1.0
RAPGEF4	2	0	0	1.0	1.0
RAPH1	2	0	0	1.0	1.0
RBM43	1	0	0	1.0	1.0
RBM45	1	0	0	1.0	1.0
REG3G	2	0	0	1.0	1.0
REV1	1	0	0	1.0	1.0
RGPD3	1	0	0	1.0	1.0
RAD51AP2	2	0	0	1.0	1.0
RGPD8	3	0	0	1.0	1.0
RIF1	2	0	0	1.0	1.0
RMDN2	1	0	0	1.0	1.0
RMND5A	1	0	0	1.0	1.0
RNASEH1	1	0	0	1.0	1.0
RNPEPL1	1	0	0	1.0	1.0
ROCK2	3	0	0	1.0	1.0
RSAD2	1	0	0	1.0	1.0
RTN4	2	0	0	1.0	1.0
RHOB	1	0	0	1.0	1.0
RAB3GAP1	1	0	0	1.0	1.0
RAB1A	1	0	0	1.0	1.0
RAB11FIP5	1	0	0	1.0	1.0
PNO1	2	0	0	1.0	1.0
POLR1A	3	0	0	1.0	1.0
POTEE	6	0	0	1.0	1.0
POTEF	3	0	0	1.0	1.0
PPM1B	1	0	0	1.0	1.0
PPP1R7	1	0	0	1.0	1.0
PQLC3	2	0	0	1.0	1.0
PREPL	1	0	0	1.0	1.0
PRKCE	1	0	0	1.0	1.0
PRKD3	1	0	0	1.0	1.0
PROC	2	0	0	1.0	1.0
PROKR1	1	0	0	1.0	1.0
PROM2	1	0	0	1.0	1.0
PSME4	1	0	0	1.0	1.0
PTCD3	3	0	0	1.0	1.0
PTPN18	2	0	0	1.0	1.0
PTPRN	1	0	0	1.0	1.0
PUM2	3	0	0	1.0	1.0
PXDN	3	0	0	1.0	1.0
RUFY4	1	0	0	1.0	1.0
SAG	1	0	0	1.0	1.0
SAP130	3	0	0	1.0	1.0
SATB2	2	0	0	1.0	1.0
SLC4A1AP	1	0	0	1.0	1.0
SLC4A3	3	0	0	1.0	1.0
SLC4A5	1	0	0	1.0	1.0
SLC5A6	2	0	0	1.0	1.0
SMC6	1	0	0	1.0	1.0
SMEK2	3	0	0	1.0	1.0
SNED1	2	0	0	1.0	1.0
SNRNP200	1	0	0	1.0	1.0
SNTG2	1	0	0	1.0	1.0
SOS1	2	0	0	1.0	1.0
SP140	2	0	0	1.0	1.0
SP140L	1	0	0	1.0	1.0
SPAG16	1	0	0	1.0	1.0
SPATA3	1	0	0	1.0	1.0
SPC25	1	0	0	1.0	1.0
SPEG	2	0	0	1.0	1.0
SPHKAP	4	0	0	1.0	1.0
SPRED2	2	0	0	1.0	1.0
SRBD1	2	0	0	1.0	1.0
SLC4A10	1	0	0	1.0	1.0
ALDH3A2	1	0	0	1.0	1.0
SLC39A10	1	0	0	1.0	1.0
SLC30A6	1	0	0	1.0	1.0
SCG2	1	0	0	1.0	1.0
SCN1A	2	0	0	1.0	1.0
SCN2A	2	0	0	1.0	1.0
SCN3A	1	0	0	1.0	1.0
SCN7A	3	0	0	1.0	1.0
SDC1	1	0	0	1.0	1.0
SEMA4F	1	0	0	1.0	1.0
SEPT2	2	0	0	1.0	1.0
SERPINE2	1	0	0	1.0	1.0
SESTD1	1	0	0	1.0	1.0
SF3B1	2	0	0	1.0	1.0
SGOL2	4	0	0	1.0	1.0
SH2D6	1	0	0	1.0	1.0
SH3BP4	2	0	0	1.0	1.0
SH3RF3	1	0	0	1.0	1.0
SLC11A1	1	0	0	1.0	1.0
SLC19A3	2	0	0	1.0	1.0
SLC23A3	2	0	0	1.0	1.0
SLC25A12	1	0	0	1.0	1.0
SLC35F6	1	0	0	1.0	1.0
ALOX12B	1	0	0	1.0	1.0
ALOXE3	4	0	0	1.0	1.0
ALYREF	1	0	0	1.0	1.0
GSG2	1	0	0	1.0	1.0
GUCY2D	1	0	0	1.0	1.0
HAP1	1	0	0	1.0	1.0
HEATR6	1	0	0	1.0	1.0
HEXDC	2	0	0	1.0	1.0
HEXIM1	1	0	0	1.0	1.0
HGS	2	0	0	1.0	1.0
HLF	1	0	0	1.0	1.0
GPS2	1	0	0	1.0	1.0
HNF1B	1	0	0	1.0	1.0
HOXB13	2	0	0	1.0	1.0
HOXB3	1	0	0	1.0	1.0
HOXB4	3	0	0	1.0	1.0
HOXB6	1	0	0	1.0	1.0
HS3ST3A1	2	0	0	1.0	1.0
HSD17B1	1	0	0	1.0	1.0
HSF5	1	0	0	1.0	1.0
ICT1	1	0	0	1.0	1.0
HOXB1	1	0	0	1.0	1.0
GPR179	4	0	0	1.0	1.0
GPR142	1	0	0	1.0	1.0
GPATCH8	2	0	0	1.0	1.0
EVI2B	1	0	0	1.0	1.0
EVPLL	1	0	0	1.0	1.0
EXOC7	1	0	0	1.0	1.0
FAM64A	1	0	0	1.0	1.0
FASN	5	0	0	1.0	1.0
FBXL20	1	0	0	1.0	1.0
FBXO39	2	0	0	1.0	1.0
FBXO47	1	0	0	1.0	1.0
FLII	1	0	0	1.0	1.0
FN3K	1	0	0	1.0	1.0
FOXK2	1	0	0	1.0	1.0
FTSJ3	1	0	0	1.0	1.0
FXR2	1	0	0	1.0	1.0
FZD2	1	0	0	1.0	1.0
GEMIN4	1	0	0	1.0	1.0
GHDC	2	0	0	1.0	1.0
GJC1	1	0	0	1.0	1.0
GNA13	1	0	0	1.0	1.0
GOSR1	1	0	0	1.0	1.0
IGFBP4	1	0	0	1.0	1.0
IKZF3	2	0	0	1.0	1.0
INTS2	1	0	0	1.0	1.0
ITGA3	2	0	0	1.0	1.0
KRT33B	1	0	0	1.0	1.0
KRT34	1	0	0	1.0	1.0
KRT35	1	0	0	1.0	1.0
KRT36	2	0	0	1.0	1.0
KRT37	1	0	0	1.0	1.0
KRT39	1	0	0	1.0	1.0
KRTAP17-1	1	0	0	1.0	1.0
KRTAP4-1	1	0	0	1.0	1.0
LHX1	1	0	0	1.0	1.0
LLGL1	2	0	0	1.0	1.0
LLGL2	1	0	0	1.0	1.0
LRRC37A2	2	0	0	1.0	1.0
LRRC37A3	2	0	0	1.0	1.0
LRRC37B	2	0	0	1.0	1.0
LSM12	1	0	0	1.0	1.0
MAFG	1	0	0	1.0	1.0
MAP3K3	1	0	0	1.0	1.0
MAPK7	2	0	0	1.0	1.0
MAPT	1	0	0	1.0	1.0
KRT31	1	0	0	1.0	1.0
ERBB2	1	0	0	1.0	1.0
KRT28	2	0	0	1.0	1.0
KRT24	1	0	0	1.0	1.0
ITGB4	4	0	0	1.0	1.0
JUP	1	0	0	1.0	1.0
KANSL1	2	0	0	1.0	1.0
KAT2A	1	0	0	1.0	1.0
KAT7	1	0	0	1.0	1.0
KCNH4	1	0	0	1.0	1.0
KCNH6	1	0	0	1.0	1.0
KCNJ12	2	0	0	1.0	1.0
KCTD2	1	0	0	1.0	1.0
KIAA0195	2	0	0	1.0	1.0
KIF19	4	0	0	1.0	1.0
