gene	Total SNV Mutations	SNVs Unmapped to Ref Tx	inactivating count	inactivating p-value	inactivating BH q-value
MYCT1	1	0	0	1.0	1.0
MYLIP	1	0	0	1.0	1.0
MYLK4	1	0	0	1.0	1.0
MYO6	1	0	0	1.0	1.0
NELFE	2	0	0	1.0	1.0
NEU1	2	0	0	1.0	1.0
NHSL1	1	0	0	1.0	1.0
NKAPL	2	0	0	1.0	1.0
NOL7	1	0	0	1.0	1.0
NOTCH4	1	0	0	1.0	1.0
NOX3	1	0	0	1.0	1.0
OR10C1	1	0	0	1.0	1.0
MICAL1	1	0	0	1.0	1.0
GPANK1	1	0	0	1.0	1.0
MICA	1	0	0	1.0	1.0
MED23	1	0	0	1.0	1.0
KIFC1	3	0	0	1.0	1.0
KLHL31	2	0	0	1.0	1.0
KLHL32	2	0	0	1.0	1.0
LRFN2	2	0	0	1.0	1.0
LRRC1	1	0	0	1.0	1.0
MAK	1	0	0	1.0	1.0
MAN1A1	1	0	0	1.0	1.0
MAP3K4	5	0	0	1.0	1.0
MAP3K5	3	0	0	1.0	1.0
MAP7	1	0	0	1.0	1.0
MAPK13	1	0	0	1.0	1.0
MAPK14	1	0	0	1.0	1.0
MARCKS	1	0	0	1.0	1.0
MAS1	1	0	0	1.0	1.0
MBOAT1	1	0	0	1.0	1.0
MCM3	1	0	0	1.0	1.0
MDC1	1	0	0	1.0	1.0
MDGA1	2	0	0	1.0	1.0
MDN1	1	0	0	1.0	1.0
METTL24	1	0	0	1.0	1.0
MECOM	1	0	0	1.0	1.0
GNMT	2	0	0	1.0	1.0
GMPR	1	0	0	1.0	1.0
CD109	1	0	0	1.0	1.0
CDSN	2	0	0	1.0	1.0
CDYL	3	0	0	1.0	1.0
CEP57L1	1	0	0	1.0	1.0
CNKSR3	1	0	0	1.0	1.0
COL11A2	1	0	0	1.0	1.0
COL12A1	2	0	0	1.0	1.0
COX7A2	1	0	0	1.0	1.0
CCNC	1	0	0	1.0	1.0
CPNE5	1	0	0	1.0	1.0
CRISP1	1	0	0	1.0	1.0
CTGF	1	0	0	1.0	1.0
CUL7	4	0	0	1.0	1.0
CUL9	4	0	0	1.0	1.0
CUTA	1	0	0	1.0	1.0
CYB5R4	1	0	0	1.0	1.0
CYP39A1	1	0	0	1.0	1.0
DAAM2	1	0	0	1.0	1.0
CRIP3	1	0	0	1.0	1.0
CCHCR1	1	0	0	1.0	1.0
CCDC170	1	0	0	1.0	1.0
CAPN11	1	0	0	1.0	1.0
ATXN1	2	0	0	1.0	1.0
B3GALT4	2	0	0	1.0	1.0
B3GAT2	2	0	0	1.0	1.0
BACH2	1	0	0	1.0	1.0
BAI3	1	0	0	1.0	1.0
BAK1	1	0	0	1.0	1.0
BCLAF1	3	0	0	1.0	1.0
BMP5	1	0	0	1.0	1.0
BPHL	1	0	0	1.0	1.0
BRD2	2	0	0	1.0	1.0
BRPF3	2	0	0	1.0	1.0
BTN2A1	1	0	0	1.0	1.0
BTN3A1	1	0	0	1.0	1.0
C6orf118	1	0	0	1.0	1.0
C6orf211	1	0	0	1.0	1.0
C6orf47	1	0	0	1.0	1.0
C6orf62	2	0	0	1.0	1.0
CAGE1	2	0	0	1.0	1.0
CAP2	1	0	0	1.0	1.0
DAXX	5	0	0	1.0	1.0
DEFB112	1	0	0	1.0	1.0
DLK2	2	0	0	1.0	1.0
DNAH8	6	0	0	1.0	1.0
EYA4	1	0	0	1.0	1.0
FAM120B	2	0	0	1.0	1.0
FAM135A	2	0	0	1.0	1.0
FAM162B	1	0	0	1.0	1.0
FAM184A	1	0	0	1.0	1.0
FAM65B	1	0	0	1.0	1.0
FAM83B	2	0	0	1.0	1.0
FANCE	1	0	0	1.0	1.0
FBXO30	1	0	0	1.0	1.0
FBXO9	1	0	0	1.0	1.0
FHL5	1	0	0	1.0	1.0
FIG4	2	0	0	1.0	1.0
FKBPL	2	0	0	1.0	1.0
FNDC1	3	0	0	1.0	1.0
FYN	1	0	0	1.0	1.0
GABRR1	2	0	0	1.0	1.0
GCNT2	3	0	0	1.0	1.0
GFRAL	2	0	0	1.0	1.0
GJA10	1	0	0	1.0	1.0
EXOC2	1	0	0	1.0	1.0
GNL1	1	0	0	1.0	1.0
ETV7	1	0	0	1.0	1.0
ERVFRD-1	2	0	0	1.0	1.0
DXO	1	0	0	1.0	1.0
DOPEY1	3	0	0	1.0	1.0
DPCR1	1	0	0	1.0	1.0
DSE	1	0	0	1.0	1.0
DSP	3	0	0	1.0	1.0
DST	7	0	0	1.0	1.0
DTNBP1	1	0	0	1.0	1.0
E2F3	1	0	0	1.0	1.0
ECI2	4	0	0	1.0	1.0
ECT2L	1	0	0	1.0	1.0
EEF1A1	1	0	0	1.0	1.0
EHMT2	1	0	0	1.0	1.0
ELOVL2	1	0	0	1.0	1.0
ELOVL5	1	0	0	1.0	1.0
ENPP1	1	0	0	1.0	1.0
ENPP3	3	0	0	1.0	1.0
ENPP5	1	0	0	1.0	1.0
EPHA7	2	0	0	1.0	1.0
EPM2A	1	0	0	1.0	1.0
ESR1	1	0	0	1.0	1.0
MCM2	1	0	0	1.0	1.0
MCF2L2	1	0	0	1.0	1.0
MCCC1	1	0	0	1.0	1.0
SMCR8	2	0	0	1.0	1.0
SMG6	3	0	0	1.0	1.0
SMG8	1	0	0	1.0	1.0
SNX11	1	0	0	1.0	1.0
SOCS3	1	0	0	1.0	1.0
SOCS7	1	0	0	1.0	1.0
SPAG9	1	0	0	1.0	1.0
SPATA20	1	0	0	1.0	1.0
SMARCE1	1	0	0	1.0	1.0
SPATA32	1	0	0	1.0	1.0
SPNS3	2	0	0	1.0	1.0
SPOP	1	0	0	1.0	1.0
SRCIN1	1	0	0	1.0	1.0
SREBF1	1	0	0	1.0	1.0
SRP68	2	0	0	1.0	1.0
SSH2	1	0	0	1.0	1.0
ST6GALNAC2	1	0	0	1.0	1.0
STAT3	1	0	0	1.0	1.0
SPEM1	1	0	0	1.0	1.0
SLFN14	1	0	0	1.0	1.0
SLFN12L	1	0	0	1.0	1.0
SLFN11	2	0	0	1.0	1.0
SCRN2	1	0	0	1.0	1.0
SDK2	3	0	0	1.0	1.0
SEC14L1	2	0	0	1.0	1.0
SEZ6	2	0	0	1.0	1.0
SGCA	1	0	0	1.0	1.0
SGK494	1	0	0	1.0	1.0
SIRT7	2	0	0	1.0	1.0
SLC13A2	1	0	0	1.0	1.0
SLC13A5	1	0	0	1.0	1.0
SLC16A13	1	0	0	1.0	1.0
SLC16A3	1	0	0	1.0	1.0
SLC26A11	2	0	0	1.0	1.0
SLC35B1	1	0	0	1.0	1.0
SLC35G6	1	0	0	1.0	1.0
SLC38A10	3	0	0	1.0	1.0
SLC39A11	1	0	0	1.0	1.0
SLC47A1	3	0	0	1.0	1.0
SLC47A2	1	0	0	1.0	1.0
SLC5A10	1	0	0	1.0	1.0
STAT5B	1	0	0	1.0	1.0
SUPT6H	2	0	0	1.0	1.0
SYNRG	1	0	0	1.0	1.0
TADA2A	1	0	0	1.0	1.0
TOM1L1	1	0	0	1.0	1.0
TOM1L2	3	0	0	1.0	1.0
TOP2A	1	0	0	1.0	1.0
TRIM25	2	0	0	1.0	1.0
TRIM37	2	0	0	1.0	1.0
TSR1	1	0	0	1.0	1.0
TTLL6	1	0	0	1.0	1.0
TTYH2	2	0	0	1.0	1.0
TUBD1	1	0	0	1.0	1.0
TUBG1	1	0	0	1.0	1.0
TUSC5	1	0	0	1.0	1.0
TVP23C	1	0	0	1.0	1.0
UBBP4	1	0	0	1.0	1.0
UBE2O	2	0	0	1.0	1.0
ULK2	2	0	0	1.0	1.0
UNC13D	3	0	0	1.0	1.0
UNC45B	3	0	0	1.0	1.0
USP22	1	0	0	1.0	1.0
USP36	2	0	0	1.0	1.0
TOB1	1	0	0	1.0	1.0
SCN4A	1	0	0	1.0	1.0
TNRC6C	1	0	0	1.0	1.0
TNFRSF13B	1	0	0	1.0	1.0
TAF15	1	0	0	1.0	1.0
TBC1D16	1	0	0	1.0	1.0
TBC1D26	1	0	0	1.0	1.0
TBC1D29	1	0	0	1.0	1.0
TBKBP1	1	0	0	1.0	1.0
TBX21	1	0	0	1.0	1.0
TBX4	1	0	0	1.0	1.0
TCAP	1	0	0	1.0	1.0
TEX2	2	0	0	1.0	1.0
TIAF1	2	0	0	1.0	1.0
TLK2	1	0	0	1.0	1.0
TMC6	1	0	0	1.0	1.0
TMC8	2	0	0	1.0	1.0
TMEM102	1	0	0	1.0	1.0
TMEM106A	1	0	0	1.0	1.0
TMEM132E	1	0	0	1.0	1.0
TMEM199	2	0	0	1.0	1.0
TMEM98	2	0	0	1.0	1.0
TNFAIP1	2	0	0	1.0	1.0
TNK1	1	0	0	1.0	1.0
UTP18	1	0	0	1.0	1.0
SARM1	1	0	0	1.0	1.0
RUNDC3A	1	0	0	1.0	1.0
NFE2L1	2	0	0	1.0	1.0
NGFR	1	0	0	1.0	1.0
NLK	1	0	0	1.0	1.0
NPLOC4	1	0	0	1.0	1.0
NPTX1	1	0	0	1.0	1.0
NT5C3B	1	0	0	1.0	1.0
NT5M	3	0	0	1.0	1.0
NUFIP2	1	0	0	1.0	1.0
NEUROD2	2	0	0	1.0	1.0
NUP85	1	0	0	1.0	1.0
OR1G1	1	0	0	1.0	1.0
OR3A2	1	0	0	1.0	1.0
OR4D1	2	0	0	1.0	1.0
OR4D2	1	0	0	1.0	1.0
ORMDL3	1	0	0	1.0	1.0
OSBPL7	2	0	0	1.0	1.0
OTOP2	1	0	0	1.0	1.0
P2RX1	1	0	0	1.0	1.0
NUP88	1	0	0	1.0	1.0
NEURL4	1	0	0	1.0	1.0
NCOR1	3	0	0	1.0	1.0
NAGLU	1	0	0	1.0	1.0
METTL16	2	0	0	1.0	1.0
MFSD6L	1	0	0	1.0	1.0
MINK1	1	0	0	1.0	1.0
MIS12	1	0	0	1.0	1.0
MKS1	3	0	0	1.0	1.0
MMD	1	0	0	1.0	1.0
MPO	2	0	0	1.0	1.0
MPP2	1	0	0	1.0	1.0
MPRIP	2	0	0	1.0	1.0
MRC2	2	0	0	1.0	1.0
MRPL38	1	0	0	1.0	1.0
MTMR4	3	0	0	1.0	1.0
MXRA7	1	0	0	1.0	1.0
MYH1	1	0	0	1.0	1.0
MYH3	1	0	0	1.0	1.0
MYH8	1	0	0	1.0	1.0
MYO15A	2	0	0	1.0	1.0
MYO18A	1	0	0	1.0	1.0
MYO1D	4	0	0	1.0	1.0
PCGF2	1	0	0	1.0	1.0
PCTP	1	0	0	1.0	1.0
PCYT2	1	0	0	1.0	1.0
PER1	2	0	0	1.0	1.0
RAB37	1	0	0	1.0	1.0
RAB40B	1	0	0	1.0	1.0
RABEP1	1	0	0	1.0	1.0
RAI1	1	0	0	1.0	1.0
RAP1GAP2	1	0	0	1.0	1.0
RAPGEFL1	1	0	0	1.0	1.0
RARA	2	0	0	1.0	1.0
RDM1	3	0	0	1.0	1.0
RFFL	2	0	0	1.0	1.0
RILP	2	0	0	1.0	1.0
RNF135	1	0	0	1.0	1.0
RNF157	1	0	0	1.0	1.0
RNF213	2	0	0	1.0	1.0
RNF43	2	0	0	1.0	1.0
RPL19	1	0	0	1.0	1.0
RPL27	1	0	0	1.0	1.0
RPS6KB1	2	0	0	1.0	1.0
RPTOR	2	0	0	1.0	1.0
RTN4RL1	2	0	0	1.0	1.0
RAB34	1	0	0	1.0	1.0
SAMD14	1	0	0	1.0	1.0
QRICH2	1	0	0	1.0	1.0
PSME3	1	0	0	1.0	1.0
PGAP3	1	0	0	1.0	1.0
PHF12	1	0	0	1.0	1.0
PHF23	2	0	0	1.0	1.0
PIK3R5	1	0	0	1.0	1.0
PIK3R6	1	0	0	1.0	1.0
PIP4K2B	1	0	0	1.0	1.0
PIRT	1	0	0	1.0	1.0
PLEKHH3	1	0	0	1.0	1.0
PLEKHM1	1	0	0	1.0	1.0
PLXDC1	1	0	0	1.0	1.0
POLG2	2	0	0	1.0	1.0
POLR2A	1	0	0	1.0	1.0
PPM1E	1	0	0	1.0	1.0
PRKAR1A	1	0	0	1.0	1.0
PRKCA	1	0	0	1.0	1.0
PROCA1	1	0	0	1.0	1.0
PRPSAP1	3	0	0	1.0	1.0
PRR11	1	0	0	1.0	1.0
PSMD11	2	0	0	1.0	1.0
PTRF	2	0	0	1.0	1.0
MED13	4	0	0	1.0	1.0
VAT1	2	0	0	1.0	1.0
VPS25	1	0	0	1.0	1.0
FETUB	1	0	0	1.0	1.0
FGD5	2	0	0	1.0	1.0
FLNB	1	0	0	1.0	1.0
FNDC3B	1	0	0	1.0	1.0
GADL1	1	0	0	1.0	1.0
GALNT15	1	0	0	1.0	1.0
GAP43	4	0	0	1.0	1.0
GATA2	2	0	0	1.0	1.0
FBXO40	1	0	0	1.0	1.0
GHRL	1	0	0	1.0	1.0
GLT8D1	1	0	0	1.0	1.0
GNAI2	1	0	0	1.0	1.0
GOLGA4	1	0	0	1.0	1.0
GPR149	1	0	0	1.0	1.0
GPR15	3	0	0	1.0	1.0
GPR156	1	0	0	1.0	1.0
GPR171	1	0	0	1.0	1.0
GPR62	1	0	0	1.0	1.0
GLB1	5	0	0	1.0	1.0
FBLN2	2	0	0	1.0	1.0
FAM208A	1	0	0	1.0	1.0
FAM19A1	1	0	0	1.0	1.0
CRELD1	1	0	0	1.0	1.0
CXCR6	1	0	0	1.0	1.0
CYP8B1	2	0	0	1.0	1.0
DAG1	1	0	0	1.0	1.0
DHX30	1	0	0	1.0	1.0
DHX36	3	0	0	1.0	1.0
DLG1	1	0	0	1.0	1.0
DNAH1	2	0	0	1.0	1.0
DNAJB11	1	0	0	1.0	1.0
DRD3	1	0	0	1.0	1.0
DZIP1L	2	0	0	1.0	1.0
EAF2	2	0	0	1.0	1.0
ECE2	1	0	0	1.0	1.0
EFCC1	2	0	0	1.0	1.0
EHHADH	1	0	0	1.0	1.0
EOMES	1	0	0	1.0	1.0
EPHA6	3	0	0	1.0	1.0
EPHB1	1	0	0	1.0	1.0
FAM162A	1	0	0	1.0	1.0
GTPBP8	1	0	0	1.0	1.0
H1FX	1	0	0	1.0	1.0
HCLS1	1	0	0	1.0	1.0
HES1	3	0	0	1.0	1.0
KIAA2018	1	0	0	1.0	1.0
KLHDC8B	2	0	0	1.0	1.0
KLHL18	1	0	0	1.0	1.0
KLHL24	1	0	0	1.0	1.0
KLHL6	1	0	0	1.0	1.0
KNG1	1	0	0	1.0	1.0
KPNA4	1	0	0	1.0	1.0
LAMB2	4	0	0	1.0	1.0
LAMP3	3	0	0	1.0	1.0
LARS2	1	0	0	1.0	1.0
LIMD1	1	0	0	1.0	1.0
LIPH	1	0	0	1.0	1.0
LRRC15	1	0	0	1.0	1.0
NRROS	4	0	0	1.0	1.0
LTF	3	0	0	1.0	1.0
LXN	1	0	0	1.0	1.0
MAP3K13	1	0	0	1.0	1.0
MAP4	1	0	0	1.0	1.0
MBD4	1	0	0	1.0	1.0
KIAA1407	2	0	0	1.0	1.0
COPB2	3	0	0	1.0	1.0
KIAA1257	1	0	0	1.0	1.0
KBTBD8	1	0	0	1.0	1.0
HGD	1	0	0	1.0	1.0
IFT80	2	0	0	1.0	1.0
IGSF11	1	0	0	1.0	1.0
IL17RB	1	0	0	1.0	1.0
IL17RD	1	0	0	1.0	1.0
IL5RA	1	0	0	1.0	1.0
ILDR1	1	0	0	1.0	1.0
IMPDH2	1	0	0	1.0	1.0
IMPG2	3	0	0	1.0	1.0
IP6K1	1	0	0	1.0	1.0
IP6K2	1	0	0	1.0	1.0
IQCF2	1	0	0	1.0	1.0
ISY1	1	0	0	1.0	1.0
ITGB5	2	0	0	1.0	1.0
ITIH3	1	0	0	1.0	1.0
ITIH4	1	0	0	1.0	1.0
ITPR1	2	0	0	1.0	1.0
JAGN1	1	0	0	1.0	1.0
KALRN	3	0	0	1.0	1.0
KCNH8	2	0	0	1.0	1.0
VMO1	1	0	0	1.0	1.0
COL8A1	2	0	0	1.0	1.0
CNTN6	1	0	0	1.0	1.0
ADAMTS9	2	0	0	1.0	1.0
ADCY5	2	0	0	1.0	1.0
ADIPOQ	2	0	0	1.0	1.0
AGTR1	1	0	0	1.0	1.0
AHSG	1	0	0	1.0	1.0
ALAS1	1	0	0	1.0	1.0
ALDH1L1	1	0	0	1.0	1.0
ANO10	1	0	0	1.0	1.0
ACVR2B	1	0	0	1.0	1.0
APPL1	1	0	0	1.0	1.0
ARHGAP31	1	0	0	1.0	1.0
ARHGEF26	1	0	0	1.0	1.0
ARHGEF3	2	0	0	1.0	1.0
ARMC8	1	0	0	1.0	1.0
ASTE1	1	0	0	1.0	1.0
ATG3	1	0	0	1.0	1.0
ATP13A3	1	0	0	1.0	1.0
ATP13A4	2	0	0	1.0	1.0
ARGFX	1	0	0	1.0	1.0
ACTRT3	1	0	0	1.0	1.0
ACTR8	3	0	0	1.0	1.0
ACTL6A	1	0	0	1.0	1.0
VTN	1	0	0	1.0	1.0
WBP2	1	0	0	1.0	1.0
WDR81	1	0	0	1.0	1.0
WFIKKN2	2	0	0	1.0	1.0
WNK4	2	0	0	1.0	1.0
WSCD1	1	0	0	1.0	1.0
XYLT2	2	0	0	1.0	1.0
YBX2	1	0	0	1.0	1.0
YPEL2	1	0	0	1.0	1.0
ZNF207	1	0	0	1.0	1.0
ZNF594	1	0	0	1.0	1.0
ZNF652	1	0	0	1.0	1.0
ZZEF1	4	0	0	1.0	1.0
A4GNT	1	0	0	1.0	1.0
ABCC5	1	0	0	1.0	1.0
ABHD14A-ACY1	1	0	0	1.0	1.0
ABI3BP	1	0	0	1.0	1.0
ACAD11	1	0	0	1.0	1.0
ACAP2	1	0	0	1.0	1.0
ATP6V1A	1	0	0	1.0	1.0
ATR	2	0	0	1.0	1.0
AZI2	1	0	0	1.0	1.0
B3GNT5	1	0	0	1.0	1.0
CD86	1	0	0	1.0	1.0
CDC25A	1	0	0	1.0	1.0
CDCP1	1	0	0	1.0	1.0
CDV3	1	0	0	1.0	1.0
CELSR3	3	0	0	1.0	1.0
CEP97	1	0	0	1.0	1.0
CGGBP1	1	0	0	1.0	1.0
CHCHD4	1	0	0	1.0	1.0
CHMP2B	1	0	0	1.0	1.0
CHRD	1	0	0	1.0	1.0
CHST2	1	0	0	1.0	1.0
CLASP2	1	0	0	1.0	1.0
CLCN2	1	0	0	1.0	1.0
CLDN16	1	0	0	1.0	1.0
CLSTN2	2	0	0	1.0	1.0
CMC1	1	0	0	1.0	1.0
CNBP	1	0	0	1.0	1.0
CNOT10	1	0	0	1.0	1.0
CNTN3	1	0	0	1.0	1.0
CD200R1L	1	0	0	1.0	1.0
COL6A6	3	0	0	1.0	1.0
CD200R1	2	0	0	1.0	1.0
CCDC54	1	0	0	1.0	1.0
BBX	1	0	0	1.0	1.0
BHLHE40	1	0	0	1.0	1.0
BOC	3	0	0	1.0	1.0
BRPF1	1	0	0	1.0	1.0
BSN	2	0	0	1.0	1.0
C3orf20	2	0	0	1.0	1.0
C3orf30	1	0	0	1.0	1.0
C3orf33	1	0	0	1.0	1.0
C3orf36	1	0	0	1.0	1.0
HMCES	1	0	0	1.0	1.0
C3orf38	1	0	0	1.0	1.0
C3orf62	1	0	0	1.0	1.0
C3orf67	2	0	0	1.0	1.0
C3orf70	1	0	0	1.0	1.0
CADM2	1	0	0	1.0	1.0
CASR	1	0	0	1.0	1.0
CBLB	1	0	0	1.0	1.0
CCDC13	1	0	0	1.0	1.0
CCDC37	1	0	0	1.0	1.0
CD200	1	0	0	1.0	1.0
AADACL4	1	0	0	1.0	1.0
PTPRJ	3	0	0	1.0	1.0
PSMD13	1	0	0	1.0	1.0
RUSC1	1	0	0	1.0	1.0
RWDD3	1	0	0	1.0	1.0
RYR2	6	0	0	1.0	1.0
S100A12	1	0	0	1.0	1.0
S100A14	1	0	0	1.0	1.0
S100A16	1	0	0	1.0	1.0
S100PBP	1	0	0	1.0	1.0
SARS	1	0	0	1.0	1.0
RUNX3	1	0	0	1.0	1.0
SASS6	2	0	0	1.0	1.0
SCMH1	1	0	0	1.0	1.0
SCYL3	1	0	0	1.0	1.0
SDCCAG8	2	0	0	1.0	1.0
SDHB	1	0	0	1.0	1.0
SELE	1	0	0	1.0	1.0
SELP	1	0	0	1.0	1.0
SGIP1	1	0	0	1.0	1.0
SH2D1B	2	0	0	1.0	1.0
SCCPDH	1	0	0	1.0	1.0
RRAGC	1	0	0	1.0	1.0
RPS6KC1	2	0	0	1.0	1.0
RPRD2	2	0	0	1.0	1.0
RBM8A	2	0	0	1.0	1.0
RBMXL1	1	0	0	1.0	1.0
RCC1	2	0	0	1.0	1.0
RCC2	1	0	0	1.0	1.0
RCSD1	4	0	0	1.0	1.0
REN	1	0	0	1.0	1.0
RER1	1	0	0	1.0	1.0
RFWD2	2	0	0	1.0	1.0
RFX5	1	0	0	1.0	1.0
RGS18	1	0	0	1.0	1.0
RGS7	1	0	0	1.0	1.0
RLF	2	0	0	1.0	1.0
RNF115	1	0	0	1.0	1.0
RNF186	3	0	0	1.0	1.0
RNF19B	1	0	0	1.0	1.0
ROR1	2	0	0	1.0	1.0
RORC	1	0	0	1.0	1.0
RPE65	1	0	0	1.0	1.0
RPF1	1	0	0	1.0	1.0
SH2D2A	1	0	0	1.0	1.0
RBM34	1	0	0	1.0	1.0
SH3BP5L	1	0	0	1.0	1.0
SKI	1	0	0	1.0	1.0
SPRTN	2	0	0	1.0	1.0
SPSB1	2	0	0	1.0	1.0
SPTA1	2	0	0	1.0	1.0
SRRM1	1	0	0	1.0	1.0
SRSF11	1	0	0	1.0	1.0
SRSF4	2	0	0	1.0	1.0
SSX2IP	1	0	0	1.0	1.0
ST3GAL3	1	0	0	1.0	1.0
SPOCD1	2	0	0	1.0	1.0
ST6GALNAC5	1	0	0	1.0	1.0
STIL	4	0	0	1.0	1.0
STRIP1	1	0	0	1.0	1.0
SV2A	1	0	0	1.0	1.0
SWT1	1	0	0	1.0	1.0
SYF2	1	0	0	1.0	1.0
SYNC	1	0	0	1.0	1.0
SYPL2	1	0	0	1.0	1.0
SYT2	1	0	0	1.0	1.0
ST7L	2	0	0	1.0	1.0
SPATA17	2	0	0	1.0	1.0
SPAG17	2	0	0	1.0	1.0
SOX13	1	0	0	1.0	1.0
SLAMF7	2	0	0	1.0	1.0
SLC16A4	1	0	0	1.0	1.0
SLC1A7	1	0	0	1.0	1.0
SLC25A24	1	0	0	1.0	1.0
SLC25A33	1	0	0	1.0	1.0
SLC25A44	1	0	0	1.0	1.0
SLC2A5	1	0	0	1.0	1.0
SLC35D1	2	0	0	1.0	1.0
SLC39A1	1	0	0	1.0	1.0
SLC44A3	5	0	0	1.0	1.0
SLC45A1	1	0	0	1.0	1.0
SLC6A17	2	0	0	1.0	1.0
SLC9C2	1	0	0	1.0	1.0
SMG5	1	0	0	1.0	1.0
SMG7	1	0	0	1.0	1.0
SMPDL3B	1	0	0	1.0	1.0
SNRNP40	1	0	0	1.0	1.0
SNX27	2	0	0	1.0	1.0
SORT1	1	0	0	1.0	1.0
SHCBP1L	1	0	0	1.0	1.0
RBM15	1	0	0	1.0	1.0
RBBP5	1	0	0	1.0	1.0
RBBP4	1	0	0	1.0	1.0
PCP4L1	1	0	0	1.0	1.0
PDE4B	1	0	0	1.0	1.0
PDE4DIP	5	0	0	1.0	1.0
PER3	1	0	0	1.0	1.0
PGBD2	1	0	0	1.0	1.0
PGBD5	1	0	0	1.0	1.0
PGD	1	0	0	1.0	1.0
PGLYRP3	1	0	0	1.0	1.0
PBXIP1	1	0	0	1.0	1.0
PGLYRP4	2	0	0	1.0	1.0
PHC2	1	0	0	1.0	1.0
PHGDH	1	0	0	1.0	1.0
PI4KB	2	0	0	1.0	1.0
PIGC	1	0	0	1.0	1.0
PIGR	2	0	0	1.0	1.0
PINK1	1	0	0	1.0	1.0
PKN2	1	0	0	1.0	1.0
PKP1	1	0	0	1.0	1.0
PGM1	1	0	0	1.0	1.0
PARS2	1	0	0	1.0	1.0
PAPPA2	2	0	0	1.0	1.0
PALMD	1	0	0	1.0	1.0
OR2AK2	1	0	0	1.0	1.0
OR2B11	1	0	0	1.0	1.0
OR2C3	1	0	0	1.0	1.0
OR2G2	2	0	0	1.0	1.0
OR2G3	1	0	0	1.0	1.0
OR2L2	1	0	0	1.0	1.0
OR2L8	1	0	0	1.0	1.0
OR2M2	1	0	0	1.0	1.0
OR2M4	2	0	0	1.0	1.0
OR2T10	2	0	0	1.0	1.0
OR2T12	1	0	0	1.0	1.0
OR2T2	1	0	0	1.0	1.0
OR2T29	1	0	0	1.0	1.0
OR2T6	1	0	0	1.0	1.0
OR2W3	4	0	0	1.0	1.0
OR6F1	2	0	0	1.0	1.0
ORC1	3	0	0	1.0	1.0
OSBPL9	2	0	0	1.0	1.0
OTUD7B	2	0	0	1.0	1.0
PLD5	2	0	0	1.0	1.0
PLEKHG5	1	0	0	1.0	1.0
PLEKHN1	2	0	0	1.0	1.0
PLXNA2	1	0	0	1.0	1.0
PRPF38A	1	0	0	1.0	1.0
PSMD4	1	0	0	1.0	1.0
PTBP2	1	0	0	1.0	1.0
PTCH2	1	0	0	1.0	1.0
PTCHD2	4	0	0	1.0	1.0
PTGFR	1	0	0	1.0	1.0
PTGFRN	1	0	0	1.0	1.0
PTGS2	1	0	0	1.0	1.0
PTPN14	2	0	0	1.0	1.0
PTPN7	1	0	0	1.0	1.0
PTPRC	2	0	0	1.0	1.0
PTPRU	3	0	0	1.0	1.0
PUM1	1	0	0	1.0	1.0
PVRL4	1	0	0	1.0	1.0
PYCR2	1	0	0	1.0	1.0
QSOX1	1	0	0	1.0	1.0
RAB3GAP2	2	0	0	1.0	1.0
RAD54L	2	0	0	1.0	1.0
RALGPS2	1	0	0	1.0	1.0
PRPF3	2	0	0	1.0	1.0
SZRD1	1	0	0	1.0	1.0
PROX1	2	0	0	1.0	1.0
PRKACB	1	0	0	1.0	1.0
PMVK	1	0	0	1.0	1.0
PODN	1	0	0	1.0	1.0
POGK	1	0	0	1.0	1.0
POGZ	1	0	0	1.0	1.0
POLR3C	1	0	0	1.0	1.0
POMGNT1	1	0	0	1.0	1.0
POU2F1	1	0	0	1.0	1.0
PPAP2B	1	0	0	1.0	1.0
PPFIA4	1	0	0	1.0	1.0
PPIE	1	0	0	1.0	1.0
PPP1R12B	1	0	0	1.0	1.0
PPP1R15B	3	0	0	1.0	1.0
PPP2R5A	1	0	0	1.0	1.0
PRAMEF1	1	0	0	1.0	1.0
PRAMEF2	1	0	0	1.0	1.0
PRAMEF4	3	0	0	1.0	1.0
PRCC	1	0	0	1.0	1.0
PRDM16	1	0	0	1.0	1.0
PRDX1	1	0	0	1.0	1.0
PRMT6	1	0	0	1.0	1.0
SZT2	1	0	0	1.0	1.0
TAF5L	4	0	0	1.0	1.0
TARBP1	4	0	0	1.0	1.0
ATCAY	1	0	0	1.0	1.0
ATG4D	1	0	0	1.0	1.0
ATP4A	1	0	0	1.0	1.0
ATP8B3	3	0	0	1.0	1.0
AXL	2	0	0	1.0	1.0
BCAM	1	0	0	1.0	1.0
BCKDHA	1	0	0	1.0	1.0
BCL2L12	2	0	0	1.0	1.0
ARRDC5	1	0	0	1.0	1.0
BRD4	1	0	0	1.0	1.0
C19orf47	1	0	0	1.0	1.0
C19orf57	1	0	0	1.0	1.0
C19orf80	1	0	0	1.0	1.0
C2CD4C	1	0	0	1.0	1.0
C3	1	0	0	1.0	1.0
CA11	1	0	0	1.0	1.0
CACNA1A	2	0	0	1.0	1.0
CALR	1	0	0	1.0	1.0
C19orf38	1	0	0	1.0	1.0
ARHGEF18	1	0	0	1.0	1.0
ARHGEF1	1	0	0	1.0	1.0
APC2	3	0	0	1.0	1.0
ZNF687	1	0	0	1.0	1.0
ZNHIT6	1	0	0	1.0	1.0
ZSCAN20	3	0	0	1.0	1.0
